domain,mode,condition,goal_reached,convo_length,average_search_time,number_jumps,number_redundant
bank,dynamic,none,TRUE,8,0.06,0,0
bank,dynamic,none,TRUE,12,0.06,0,0
bank,dynamic,none,TRUE,5,0.04,0,0
bank,dynamic,none,TRUE,8,0.07,0,0
bank,dynamic,none,TRUE,8,0.06,0,0
bank,dynamic,none,TRUE,6,0.05,0,0
bank,dynamic,none,TRUE,10,0.06,0,0
bank,dynamic,none,TRUE,9,0.06,0,0
bank,dynamic,none,TRUE,10,0.05,0,0
bank,dynamic,none,TRUE,11,0.06,0,0
bank,dynamic,none,TRUE,11,0.06,0,0
bank,dynamic,none,TRUE,9,0.06,0,0
bank,dynamic,none,TRUE,9,0.05,0,0
bank,dynamic,none,TRUE,9,0.05,0,0
bank,dynamic,none,TRUE,10,0.05,0,0
bank,dynamic,none,TRUE,12,0.07,0,0
bank,dynamic,none,TRUE,12,0.06,0,0
bank,dynamic,none,TRUE,13,0.06,0,0
bank,dynamic,none,TRUE,6,0.05,0,0
bank,dynamic,none,TRUE,11,0.05,0,0
bank,dynamic,none,TRUE,6,0.05,0,0
bank,dynamic,none,TRUE,10,0.05,0,0
bank,dynamic,none,TRUE,5,0.04,0,0
bank,dynamic,none,TRUE,7,0.05,0,0
bank,dynamic,none,TRUE,12,0.06,0,0
bank,dynamic,none,TRUE,10,0.05,0,0
bank,dynamic,none,TRUE,9,0.05,0,0
bank,dynamic,none,TRUE,9,0.06,0,0
bank,dynamic,none,TRUE,10,0.06,0,0
bank,dynamic,none,TRUE,9,0.06,0,0
bank,dynamic,none,TRUE,6,0.06,0,0
bank,dynamic,none,TRUE,9,0.05,0,0
bank,dynamic,none,TRUE,8,0.05,0,0
bank,dynamic,none,TRUE,5,0.04,0,0
bank,dynamic,none,TRUE,6,0.04,0,0
bank,dynamic,none,TRUE,12,0.06,0,0
bank,dynamic,none,TRUE,10,0.05,0,0
bank,dynamic,none,TRUE,9,0.06,0,0
bank,dynamic,none,TRUE,8,0.05,0,0
bank,dynamic,none,TRUE,11,0.06,0,0
bank,dynamic,none,TRUE,13,0.05,0,0
bank,dynamic,none,TRUE,8,0.06,0,0
bank,dynamic,none,TRUE,10,0.05,0,0
bank,dynamic,none,TRUE,7,0.06,0,0
bank,dynamic,none,TRUE,8,0.06,0,0
bank,dynamic,none,TRUE,11,0.05,0,0
bank,dynamic,none,TRUE,9,0.05,0,0
bank,dynamic,none,TRUE,6,0.05,0,0
bank,dynamic,none,TRUE,9,0.06,0,0
bank,dynamic,none,TRUE,7,0.05,0,0
bank,dynamic,one,TRUE,10,0.05,1,2
bank,dynamic,one,TRUE,6,0.05,1,0
bank,dynamic,one,TRUE,9,0.06,1,0
bank,dynamic,one,TRUE,5,0.08,2,0
bank,dynamic,one,TRUE,6,0.05,0,0
bank,dynamic,one,TRUE,10,0.05,0,0
bank,dynamic,one,TRUE,8,0.05,2,2
bank,dynamic,one,TRUE,9,0.06,1,0
bank,dynamic,one,TRUE,11,0.05,1,2
bank,dynamic,one,TRUE,6,0.06,2,0
bank,dynamic,one,TRUE,5,0.05,0,0
bank,dynamic,one,TRUE,11,0.05,1,2
bank,dynamic,one,TRUE,7,0.05,1,0
bank,dynamic,one,TRUE,8,0.06,2,0
bank,dynamic,one,TRUE,5,0.05,1,0
bank,dynamic,one,TRUE,6,0.05,2,0
bank,dynamic,one,TRUE,9,0.06,1,4
bank,dynamic,one,TRUE,6,0.05,3,0
bank,dynamic,one,TRUE,8,0.06,3,0
bank,dynamic,one,TRUE,8,0.05,2,2
bank,dynamic,one,TRUE,9,0.05,0,0
bank,dynamic,one,TRUE,8,0.06,1,2
bank,dynamic,one,TRUE,9,0.06,1,2
bank,dynamic,one,TRUE,6,0.05,2,0
bank,dynamic,one,TRUE,8,0.08,0,0
bank,dynamic,one,TRUE,6,0.05,2,0
bank,dynamic,one,TRUE,7,0.06,1,0
bank,dynamic,one,TRUE,10,0.09,2,2
bank,dynamic,one,TRUE,6,0.06,1,0
bank,dynamic,one,TRUE,7,0.06,1,0
bank,dynamic,one,TRUE,7,0.06,3,0
bank,dynamic,one,TRUE,8,0.06,1,0
bank,dynamic,one,TRUE,6,0.05,1,0
bank,dynamic,one,TRUE,10,0.05,0,2
bank,dynamic,one,TRUE,7,0.05,1,0
bank,dynamic,one,TRUE,6,0.05,0,0
bank,dynamic,one,TRUE,6,0.05,2,0
bank,dynamic,one,TRUE,6,0.05,2,0
bank,dynamic,one,TRUE,8,0.06,1,0
bank,dynamic,one,TRUE,8,0.05,1,0
bank,dynamic,one,TRUE,10,0.06,1,0
bank,dynamic,one,TRUE,5,0.05,0,0
bank,dynamic,one,TRUE,6,0.05,2,0
bank,dynamic,one,TRUE,7,0.05,2,0
bank,dynamic,one,TRUE,7,0.05,3,0
bank,dynamic,one,TRUE,10,0.06,2,0
bank,dynamic,one,TRUE,7,0.05,1,0
bank,dynamic,one,TRUE,7,0.05,0,0
bank,dynamic,one,TRUE,9,0.05,0,0
bank,dynamic,one,TRUE,7,0.06,1,0
bank,dynamic,two,TRUE,7,0.06,2,0
bank,dynamic,two,TRUE,5,0.05,3,0
bank,dynamic,two,TRUE,8,0.06,3,2
bank,dynamic,two,TRUE,7,0.06,1,0
bank,dynamic,two,TRUE,7,0.05,1,2
bank,dynamic,two,TRUE,7,0.05,2,0
bank,dynamic,two,TRUE,5,0.05,2,0
bank,dynamic,two,TRUE,6,0.06,2,2
bank,dynamic,two,TRUE,7,0.06,2,2
bank,dynamic,two,TRUE,5,0.05,3,0
bank,dynamic,two,TRUE,8,0.06,1,0
bank,dynamic,two,TRUE,5,0.06,1,0
bank,dynamic,two,TRUE,6,0.05,2,0
bank,dynamic,two,TRUE,11,0.05,2,4
bank,dynamic,two,TRUE,8,0.06,1,0
bank,dynamic,two,TRUE,6,0.05,4,0
bank,dynamic,two,TRUE,6,0.05,1,0
bank,dynamic,two,TRUE,9,0.06,1,2
bank,dynamic,two,TRUE,8,0.05,2,2
bank,dynamic,two,TRUE,9,0.06,1,0
bank,dynamic,two,TRUE,5,0.05,1,0
bank,dynamic,two,TRUE,9,0.06,0,2
bank,dynamic,two,TRUE,7,0.06,2,2
bank,dynamic,two,TRUE,7,0.06,0,0
bank,dynamic,two,TRUE,9,0.05,3,2
bank,dynamic,two,TRUE,9,0.05,2,2
bank,dynamic,two,TRUE,7,0.06,2,2
bank,dynamic,two,TRUE,6,0.05,2,0
bank,dynamic,two,TRUE,7,0.05,0,0
bank,dynamic,two,TRUE,8,0.06,2,2
bank,dynamic,two,TRUE,6,0.06,2,0
bank,dynamic,two,TRUE,7,0.05,3,2
bank,dynamic,two,TRUE,6,0.06,2,0
bank,dynamic,two,TRUE,8,0.06,1,0
bank,dynamic,two,TRUE,7,0.06,3,2
bank,dynamic,two,TRUE,7,0.05,1,0
bank,dynamic,two,TRUE,7,0.06,0,0
bank,dynamic,two,TRUE,5,0.05,1,0
bank,dynamic,two,TRUE,10,0.05,1,4
bank,dynamic,two,TRUE,5,0.05,1,0
bank,dynamic,two,TRUE,5,0.05,1,0
bank,dynamic,two,TRUE,5,0.05,2,0
bank,dynamic,two,TRUE,7,0.05,3,0
bank,dynamic,two,TRUE,7,0.05,1,2
bank,dynamic,two,TRUE,5,0.05,1,0
bank,dynamic,two,TRUE,5,0.06,2,0
bank,dynamic,two,TRUE,5,0.05,1,0
bank,dynamic,two,TRUE,9,0.06,1,0
bank,dynamic,two,TRUE,7,0.05,2,0
bank,dynamic,two,TRUE,6,0.05,2,0
bank,dynamic,three,TRUE,7,0.06,2,0
bank,dynamic,three,TRUE,7,0.07,2,2
bank,dynamic,three,TRUE,5,0.08,3,0
bank,dynamic,three,TRUE,7,0.12,1,2
bank,dynamic,three,TRUE,5,0.06,2,0
bank,dynamic,three,TRUE,5,0.1,2,0
bank,dynamic,three,TRUE,5,0.06,1,0
bank,dynamic,three,TRUE,7,0.06,2,0
bank,dynamic,three,TRUE,8,0.07,3,0
bank,dynamic,three,TRUE,7,0.06,1,0
bank,dynamic,three,TRUE,6,0.06,1,0
bank,dynamic,three,TRUE,6,0.06,2,0
bank,dynamic,three,TRUE,8,0.06,2,2
bank,dynamic,three,TRUE,7,0.07,4,2
bank,dynamic,three,TRUE,5,0.06,1,0
bank,dynamic,three,TRUE,10,0.07,2,2
bank,dynamic,three,TRUE,8,0.07,1,0
bank,dynamic,three,TRUE,5,0.05,1,0
bank,dynamic,three,TRUE,5,0.06,2,0
bank,dynamic,three,TRUE,7,0.06,2,0
bank,dynamic,three,TRUE,6,0.07,1,2
bank,dynamic,three,TRUE,9,0.06,2,2
bank,dynamic,three,TRUE,5,0.18,1,0
bank,dynamic,three,TRUE,8,0.07,2,0
bank,dynamic,three,TRUE,5,0.07,2,0
bank,dynamic,three,TRUE,10,0.07,1,0
bank,dynamic,three,TRUE,7,0.06,2,0
bank,dynamic,three,TRUE,7,0.07,2,0
bank,dynamic,three,TRUE,10,0.06,2,4
bank,dynamic,three,TRUE,7,0.06,3,2
bank,dynamic,three,TRUE,6,0.06,2,0
bank,dynamic,three,TRUE,5,0.07,3,0
bank,dynamic,three,TRUE,9,0.06,2,2
bank,dynamic,three,TRUE,5,0.06,1,0
bank,dynamic,three,TRUE,11,0.06,1,2
bank,dynamic,three,TRUE,5,0.06,3,0
bank,dynamic,three,TRUE,5,0.07,2,0
bank,dynamic,three,TRUE,6,0.07,2,0
bank,dynamic,three,TRUE,8,0.06,2,2
bank,dynamic,three,TRUE,5,0.06,3,0
bank,dynamic,three,TRUE,10,0.07,2,2
bank,dynamic,three,TRUE,5,0.05,1,0
bank,dynamic,three,TRUE,6,0.07,4,2
bank,dynamic,three,TRUE,5,0.06,3,0
bank,dynamic,three,TRUE,6,0.06,3,0
bank,dynamic,three,TRUE,5,0.05,2,0
bank,dynamic,three,TRUE,9,0.11,0,2
bank,dynamic,three,TRUE,9,0.06,1,2
bank,dynamic,three,TRUE,9,0.07,1,0
bank,dynamic,three,TRUE,5,0.06,2,0
bank,static,none,TRUE,6,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,9,0.02,0,0
bank,static,none,TRUE,11,0.02,0,0
bank,static,none,TRUE,6,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,9,0.02,0,0
bank,static,none,TRUE,11,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,12,0.03,0,0
bank,static,none,TRUE,12,0.02,0,0
bank,static,none,TRUE,12,0.02,0,0
bank,static,none,TRUE,7,0.02,0,0
bank,static,none,TRUE,6,0.02,0,0
bank,static,none,TRUE,12,0.02,0,0
bank,static,none,TRUE,7,0.02,0,0
bank,static,none,TRUE,7,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,10,0.02,0,0
bank,static,none,TRUE,9,0.02,0,0
bank,static,none,TRUE,11,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,12,0.04,0,0
bank,static,none,TRUE,9,0.02,0,0
bank,static,none,TRUE,11,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,10,0.02,0,0
bank,static,none,TRUE,7,0.02,0,0
bank,static,none,TRUE,7,0.02,0,0
bank,static,none,TRUE,9,0.03,0,0
bank,static,none,TRUE,10,0.02,0,0
bank,static,none,TRUE,10,0.02,0,0
bank,static,none,TRUE,10,0.03,0,0
bank,static,none,TRUE,9,0.02,0,0
bank,static,none,TRUE,10,0.03,0,0
bank,static,none,TRUE,11,0.02,0,0
bank,static,none,TRUE,7,0.02,0,0
bank,static,none,TRUE,10,0.03,0,0
bank,static,none,TRUE,9,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,11,0.02,0,0
bank,static,none,TRUE,10,0.02,0,0
bank,static,none,TRUE,11,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,none,TRUE,11,0.03,0,0
bank,static,none,TRUE,7,0.02,0,0
bank,static,none,TRUE,8,0.02,0,0
bank,static,one,TRUE,12,0.03,0,2
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,6,0.02,0,0
bank,static,one,TRUE,7,0.03,0,0
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,11,0.03,0,2
bank,static,one,TRUE,6,0.02,0,0
bank,static,one,TRUE,7,0.02,0,2
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,10,0.03,0,2
bank,static,one,TRUE,11,0.03,0,0
bank,static,one,TRUE,7,0.02,0,0
bank,static,one,TRUE,8,0.02,0,0
bank,static,one,TRUE,6,0.03,0,0
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,11,0.03,0,2
bank,static,one,TRUE,7,0.03,0,2
bank,static,one,TRUE,13,0.03,0,0
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,6,0.02,0,0
bank,static,one,TRUE,9,0.03,0,2
bank,static,one,TRUE,9,0.03,0,2
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,10,0.03,0,2
bank,static,one,TRUE,6,0.02,0,0
bank,static,one,TRUE,10,0.03,0,0
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,8,0.03,0,2
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,10,0.03,0,2
bank,static,one,TRUE,12,0.03,0,2
bank,static,one,TRUE,9,0.02,0,2
bank,static,one,TRUE,10,0.03,0,0
bank,static,one,TRUE,8,0.02,0,2
bank,static,one,TRUE,9,0.02,0,0
bank,static,one,TRUE,7,0.02,0,0
bank,static,one,TRUE,9,0.03,0,0
bank,static,one,TRUE,9,0.03,0,2
bank,static,one,TRUE,10,0.03,0,2
bank,static,one,TRUE,8,0.03,0,0
bank,static,one,TRUE,8,0.02,0,2
bank,static,one,TRUE,9,0.03,0,2
bank,static,one,TRUE,13,0.03,0,0
bank,static,one,TRUE,6,0.02,0,0
bank,static,two,TRUE,7,0.03,0,0
bank,static,two,TRUE,7,0.02,0,0
bank,static,two,TRUE,10,0.03,0,2
bank,static,two,TRUE,9,0.03,0,2
bank,static,two,TRUE,10,0.05,0,2
bank,static,two,TRUE,8,0.02,0,0
bank,static,two,TRUE,11,0.03,0,2
bank,static,two,TRUE,10,0.03,0,2
bank,static,two,TRUE,7,0.03,0,2
bank,static,two,TRUE,11,0.03,0,2
bank,static,two,TRUE,6,0.02,0,0
bank,static,two,TRUE,11,0.03,0,2
bank,static,two,TRUE,6,0.02,0,0
bank,static,two,TRUE,13,0.03,0,2
bank,static,two,TRUE,11,0.03,0,2
bank,static,two,TRUE,12,0.03,0,2
bank,static,two,TRUE,10,0.03,0,2
bank,static,two,TRUE,8,0.02,0,2
bank,static,two,TRUE,10,0.03,0,2
bank,static,two,TRUE,10,0.03,0,0
bank,static,two,TRUE,8,0.03,0,0
bank,static,two,TRUE,8,0.03,0,0
bank,static,two,TRUE,7,0.03,0,0
bank,static,two,TRUE,9,0.03,0,0
bank,static,two,TRUE,5,0.02,0,0
bank,static,two,TRUE,10,0.03,0,0
bank,static,two,TRUE,8,0.02,0,2
bank,static,two,TRUE,10,0.03,0,2
bank,static,two,TRUE,9,0.03,0,0
bank,static,two,TRUE,11,0.03,0,2
bank,static,two,TRUE,8,0.03,0,2
bank,static,two,TRUE,7,0.03,0,2
bank,static,two,TRUE,6,0.02,0,0
bank,static,two,TRUE,8,0.03,0,0
bank,static,two,TRUE,8,0.03,0,0
bank,static,two,TRUE,7,0.02,0,0
bank,static,two,TRUE,10,0.03,0,2
bank,static,two,TRUE,9,0.03,0,0
bank,static,two,TRUE,11,0.03,0,0
bank,static,two,TRUE,8,0.03,0,2
bank,static,two,TRUE,13,0.03,0,4
bank,static,two,TRUE,9,0.03,0,0
bank,static,two,TRUE,6,0.02,0,0
bank,static,two,TRUE,10,0.03,0,2
